Time,Topic,Payload
2022-05-16 12:17:39.260765,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:17:38Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.90,""H"":57.53,""rssi"":-57}]}'"
2022-05-16 12:17:39.276400,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:17:38Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.90,""H"":57.53,""rssi"":-57}]}'"
2022-05-16 12:18:08.914621,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:18:07Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.90,""H"":57.35,""rssi"":-59}]}'"
2022-05-16 12:18:08.914621,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:18:07Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.90,""H"":57.35,""rssi"":-59}]}'"
2022-05-16 12:18:38.853780,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:18:37Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.86,""H"":57.31,""rssi"":-59}]}'"
2022-05-16 12:18:38.858782,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:18:37Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.86,""H"":57.31,""rssi"":-59}]}'"
2022-05-16 12:19:08.214157,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:19:07Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.77,""H"":57.51,""rssi"":-57}]}'"
2022-05-16 12:19:38.367228,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:19:36Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.75,""H"":57.39,""rssi"":-59}]}'"
2022-05-16 12:19:38.367228,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:19:36Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.75,""H"":57.39,""rssi"":-59}]}'"
2022-05-16 12:20:08.160040,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:20:06Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.71,""H"":57.47,""rssi"":-59}]}'"
2022-05-16 12:20:08.175387,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:20:06Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.71,""H"":57.47,""rssi"":-59}]}'"
2022-05-16 12:20:37.448589,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:20:35Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.71,""H"":57.84,""rssi"":-59}]}'"
2022-05-16 12:20:37.463942,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:20:35Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.71,""H"":57.84,""rssi"":-59}]}'"
2022-05-16 12:21:07.361000,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:21:06Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.71,""H"":57.68,""rssi"":-58}]}'"
2022-05-16 12:21:36.889731,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:21:35Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.71,""H"":57.65,""rssi"":-59}]}'"
2022-05-16 12:22:11.802375,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:22:11Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.75,""H"":57.94,""rssi"":-57}]}'"
2022-05-16 12:22:41.540764,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:22:40Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.74,""H"":57.97,""rssi"":-57}]}'"
2022-05-16 12:23:11.280290,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:23:10Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.66,""H"":56.87,""rssi"":-59}]}'"
2022-05-16 12:23:11.280290,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:23:10Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.66,""H"":56.87,""rssi"":-59}]}'"
2022-05-16 12:23:41.362384,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:23:40Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.60,""H"":56.37,""rssi"":-58}]}'"
2022-05-16 12:23:41.369505,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:23:40Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.60,""H"":56.37,""rssi"":-58}]}'"
2022-05-16 12:24:11.478374,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:24:10Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.61,""H"":57.11,""rssi"":-59}]}'"
2022-05-16 12:24:11.478374,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:24:10Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.61,""H"":57.11,""rssi"":-59}]}'"
2022-05-16 12:24:41.187071,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:24:39Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.67,""H"":57.57,""rssi"":-59}]}'"
2022-05-16 12:25:10.663496,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:25:09Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.67,""H"":57.60,""rssi"":-58}]}'"
2022-05-16 12:25:41.360406,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:25:39Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.68,""H"":57.39,""rssi"":-58}]}'"
2022-05-16 12:26:10.031986,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:26:08Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.68,""H"":57.22,""rssi"":-59}]}'"
2022-05-16 12:26:39.905675,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:26:39Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.69,""H"":57.32,""rssi"":-59}]}'"
2022-05-16 12:27:15.187133,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:27:14Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.71,""H"":57.62,""rssi"":-57}]}'"
2022-05-16 12:27:15.202764,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:27:14Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.71,""H"":57.62,""rssi"":-57}]}'"
2022-05-16 12:27:44.997050,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:27:43Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.73,""H"":57.64,""rssi"":-58}]}'"
2022-05-16 12:28:14.265183,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:28:12Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.75,""H"":57.62,""rssi"":-57}]}'"
2022-05-16 12:28:14.265183,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:28:12Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.75,""H"":57.62,""rssi"":-57}]}'"
2022-05-16 12:28:44.070649,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:28:43Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.75,""H"":57.26,""rssi"":-58}]}'"
2022-05-16 12:28:44.081029,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:28:43Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.75,""H"":57.26,""rssi"":-58}]}'"
2022-05-16 12:29:14.065647,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:29:12Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.78,""H"":57.40,""rssi"":-57}]}'"
2022-05-16 12:29:14.065647,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:29:12Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.78,""H"":57.40,""rssi"":-57}]}'"
2022-05-16 12:29:43.785029,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:29:42Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.80,""H"":57.21,""rssi"":-57}]}'"
2022-05-16 12:29:43.785029,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:29:42Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.80,""H"":57.21,""rssi"":-57}]}'"
2022-05-16 12:30:13.692839,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:30:12Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.82,""H"":56.74,""rssi"":-59}]}'"
2022-05-16 12:30:13.692839,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:30:12Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.82,""H"":56.74,""rssi"":-59}]}'"
2022-05-16 12:30:43.158186,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:30:42Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.83,""H"":56.98,""rssi"":-59}]}'"
2022-05-16 12:30:43.162189,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:30:42Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.83,""H"":56.98,""rssi"":-59}]}'"
2022-05-16 12:31:13.897271,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:31:12Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.82,""H"":56.82,""rssi"":-59}]}'"
2022-05-16 12:31:13.912624,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:31:12Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.82,""H"":56.82,""rssi"":-59}]}'"
2022-05-16 12:33:16.634336,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:33:16Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.87,""H"":56.67,""rssi"":-59}]}'"
2022-05-16 12:33:45.832700,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:33:45Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.88,""H"":56.91,""rssi"":-61}]}'"
2022-05-16 12:33:45.832700,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:33:45Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.88,""H"":56.91,""rssi"":-61}]}'"
2022-05-16 12:34:16.019587,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:34:16Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.87,""H"":56.30,""rssi"":-61}]}'"
2022-05-16 12:34:16.019587,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:34:16Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.87,""H"":56.30,""rssi"":-61}]}'"
2022-05-16 12:34:57.693784,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:34:45Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.87,""H"":56.66,""rssi"":-59}]}'"
2022-05-16 12:34:58.134977,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:34:45Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.87,""H"":56.66,""rssi"":-59}]}'"
2022-05-16 12:35:11.580632,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:35:11Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.89,""H"":56.98,""rssi"":-60}]}'"
2022-05-16 12:35:11.580632,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:35:11Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.89,""H"":56.98,""rssi"":-60}]}'"
2022-05-16 12:35:17.047376,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:35:16Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.92,""H"":57.17,""rssi"":-60}]}'"
2022-05-16 12:35:42.629496,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:35:42Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.91,""H"":57.17,""rssi"":-60}]}'"
2022-05-16 12:35:50.239157,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:35:47Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.94,""H"":57.07,""rssi"":-60}]}'"
2022-05-16 12:35:50.239157,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:35:47Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.94,""H"":57.07,""rssi"":-60}]}'"
2022-05-16 12:36:17.939835,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:36:18Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.94,""H"":57.06,""rssi"":-58}]}'"
2022-05-16 12:36:17.939835,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:36:18Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.94,""H"":57.06,""rssi"":-58}]}'"
2022-05-16 12:36:47.976287,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:36:47Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.95,""H"":56.84,""rssi"":-63}]}'"
2022-05-16 12:37:17.267503,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:37:17Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.96,""H"":56.66,""rssi"":-63}]}'"
2022-05-16 12:37:47.499493,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:37:47Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.96,""H"":56.41,""rssi"":-59}]}'"
2022-05-16 12:37:47.499493,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:37:47Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.96,""H"":56.41,""rssi"":-59}]}'"
2022-05-16 12:38:13.305348,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:38:13Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.96,""H"":56.67,""rssi"":-60}]}'"
2022-05-16 12:38:13.305348,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:38:13Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.96,""H"":56.67,""rssi"":-60}]}'"
2022-05-16 12:38:22.378624,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:38:22Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.92,""H"":56.15,""rssi"":-62}]}'"
2022-05-16 12:38:47.301935,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:38:47Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.92,""H"":56.17,""rssi"":-62}]}'"
2022-05-16 12:38:47.301935,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:38:47Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.92,""H"":56.17,""rssi"":-62}]}'"
2022-05-16 12:39:13.096413,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:39:13Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.92,""H"":56.63,""rssi"":-60}]}'"
2022-05-16 12:39:22.665349,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:39:22Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.93,""H"":56.72,""rssi"":-58}]}'"
2022-05-16 12:39:48.221099,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:39:47Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.93,""H"":56.75,""rssi"":-58}]}'"
2022-05-16 12:39:48.236483,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:39:47Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.93,""H"":56.75,""rssi"":-58}]}'"
2022-05-16 12:40:18.879468,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:40:18Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.96,""H"":56.85,""rssi"":-60}]}'"
2022-05-16 12:40:48.488199,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:40:48Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.98,""H"":57.34,""rssi"":-59}]}'"
2022-05-16 12:41:18.510920,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:41:18Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.97,""H"":56.79,""rssi"":-56}]}'"
2022-05-16 12:41:18.510920,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:41:18Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":24.97,""H"":56.79,""rssi"":-56}]}'"
2022-05-16 12:41:53.024311,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:41:53Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":25.02,""H"":57.07,""rssi"":-59}]}'"
2022-05-16 12:42:22.854837,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:42:23Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":25.02,""H"":57.05,""rssi"":-56}]}'"
2022-05-16 12:42:53.421150,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:42:53Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":25.07,""H"":57.18,""rssi"":-59}]}'"
2022-05-16 12:43:22.656214,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:43:23Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":25.06,""H"":56.63,""rssi"":-59}]}'"
2022-05-16 12:43:48.642142,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:43:48Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":25.08,""H"":56.63,""rssi"":-60}]}'"
2022-05-16 12:43:48.643145,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:43:48Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":25.08,""H"":56.63,""rssi"":-60}]}'"
2022-05-16 12:44:23.555649,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:44:22Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":25.09,""H"":56.62,""rssi"":-59}]}'"
2022-05-16 12:44:23.555649,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:44:22Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":25.09,""H"":56.62,""rssi"":-59}]}'"
2022-05-16 12:44:52.084365,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:44:49Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":25.09,""H"":56.65,""rssi"":-60}]}'"
2022-05-16 12:44:52.084365,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:44:49Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":25.09,""H"":56.65,""rssi"":-60}]}'"
2022-05-16 12:45:23.948048,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:45:23Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":25.10,""H"":56.56,""rssi"":-59}]}'"
2022-05-16 12:45:54.112674,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:45:54Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":25.12,""H"":56.77,""rssi"":-58}]}'"
2022-05-16 12:46:19.838050,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:46:19Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":25.12,""H"":56.72,""rssi"":-85}]}'"
2022-05-16 12:46:19.838050,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:46:19Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":25.12,""H"":56.72,""rssi"":-85}]}'"
2022-05-16 12:46:29.285697,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:46:29Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":25.20,""H"":59.09,""rssi"":-78}]}'"
2022-05-16 12:46:29.285697,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:46:29Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":25.20,""H"":59.09,""rssi"":-78}]}'"
2022-05-16 12:46:53.888312,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:46:54Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":25.21,""H"":59.61,""rssi"":-66}]}'"
2022-05-16 12:46:53.888312,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T12:46:54Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":25.21,""H"":59.61,""rssi"":-66}]}'"
