Time,Topic,Payload
2022-05-16 15:05:18.894462,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:05:18Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.17,""H"":53.47,""rssi"":-56}]}'"
2022-05-16 15:06:03.349263,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:06:03Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.16,""H"":52.92,""rssi"":-52}]}'"
2022-05-16 15:06:03.353275,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:06:03Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.16,""H"":52.92,""rssi"":-52}]}'"
2022-05-16 15:06:28.020989,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:06:27Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.15,""H"":52.89,""rssi"":-57}]}'"
2022-05-16 15:06:28.022990,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:06:27Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.15,""H"":52.89,""rssi"":-57}]}'"
2022-05-16 15:06:57.899306,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:06:57Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.13,""H"":53.02,""rssi"":-57}]}'"
2022-05-16 15:07:27.834265,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:07:26Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.14,""H"":52.91,""rssi"":-53}]}'"
2022-05-16 15:07:27.835267,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:07:26Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.14,""H"":52.91,""rssi"":-53}]}'"
2022-05-16 15:07:52.452543,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:07:52Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.12,""H"":53.14,""rssi"":-54}]}'"
2022-05-16 15:07:52.455536,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:07:52Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.12,""H"":53.14,""rssi"":-54}]}'"
2022-05-16 15:08:22.105218,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:08:21Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.13,""H"":53.01,""rssi"":-53}]}'"
2022-05-16 15:08:22.108216,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:08:21Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.13,""H"":53.01,""rssi"":-53}]}'"
2022-05-16 15:08:46.816321,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:08:46Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.14,""H"":52.88,""rssi"":-52}]}'"
2022-05-16 15:09:21.664745,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:09:21Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.12,""H"":52.82,""rssi"":-57}]}'"
2022-05-16 15:09:21.666742,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:09:21Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.12,""H"":52.82,""rssi"":-57}]}'"
2022-05-16 15:10:06.041361,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:10:06Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.13,""H"":52.67,""rssi"":-58}]}'"
2022-05-16 15:10:06.043362,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:10:06Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.13,""H"":52.67,""rssi"":-58}]}'"
2022-05-16 15:10:35.790231,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:10:35Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.14,""H"":52.68,""rssi"":-54}]}'"
2022-05-16 15:10:35.791233,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:10:35Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.14,""H"":52.68,""rssi"":-54}]}'"
2022-05-16 15:11:44.813803,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:11:44Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.19,""H"":52.68,""rssi"":-57}]}'"
2022-05-16 15:11:44.814810,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:11:44Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.19,""H"":52.68,""rssi"":-57}]}'"
2022-05-16 15:12:14.602282,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:12:14Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.21,""H"":52.68,""rssi"":-54}]}'"
2022-05-16 15:12:14.605282,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:12:14Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.21,""H"":52.68,""rssi"":-54}]}'"
2022-05-16 15:12:39.294978,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:12:38Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.23,""H"":52.66,""rssi"":-54}]}'"
2022-05-16 15:12:39.297977,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:12:38Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.23,""H"":52.66,""rssi"":-54}]}'"
2022-05-16 15:13:09.245293,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:13:08Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.23,""H"":52.71,""rssi"":-55}]}'"
2022-05-16 15:13:38.919182,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:13:38Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.13,""H"":52.97,""rssi"":-59}]}'"
2022-05-16 15:13:38.941159,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:13:38Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.13,""H"":52.97,""rssi"":-59}]}'"
2022-05-16 15:14:03.581197,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:14:02Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.11,""H"":53.05,""rssi"":-54}]}'"
2022-05-16 15:14:03.581197,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:14:02Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.11,""H"":53.05,""rssi"":-54}]}'"
2022-05-16 15:14:33.391401,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:14:33Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.13,""H"":53.16,""rssi"":-58}]}'"
2022-05-16 15:14:33.391401,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:14:33Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.13,""H"":53.16,""rssi"":-58}]}'"
2022-05-16 15:14:58.052661,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:14:57Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.15,""H"":53.16,""rssi"":-52}]}'"
2022-05-16 15:14:58.053658,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:14:57Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.15,""H"":53.16,""rssi"":-52}]}'"
2022-05-16 15:15:27.858913,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:15:27Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.17,""H"":53.17,""rssi"":-57}]}'"
2022-05-16 15:15:27.859911,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:15:27Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.17,""H"":53.17,""rssi"":-57}]}'"
2022-05-16 15:15:57.816832,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:15:56Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.20,""H"":53.08,""rssi"":-54}]}'"
2022-05-16 15:15:57.816832,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:15:56Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.20,""H"":53.08,""rssi"":-54}]}'"
2022-05-16 15:16:22.541622,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:16:21Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.20,""H"":53.07,""rssi"":-55}]}'"
2022-05-16 15:16:22.542621,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:16:21Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.20,""H"":53.07,""rssi"":-55}]}'"
2022-05-16 15:16:52.207546,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:16:52Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.21,""H"":53.06,""rssi"":-57}]}'"
2022-05-16 15:16:52.209549,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:16:52Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.21,""H"":53.06,""rssi"":-57}]}'"
2022-05-16 15:17:16.886179,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:17:16Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.21,""H"":53.03,""rssi"":-53}]}'"
2022-05-16 15:17:16.887181,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:17:16Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.21,""H"":53.03,""rssi"":-53}]}'"
2022-05-16 15:17:46.713077,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:17:46Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.18,""H"":52.73,""rssi"":-58}]}'"
2022-05-16 15:17:46.714075,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:17:46Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.18,""H"":52.73,""rssi"":-58}]}'"
2022-05-16 15:18:16.437400,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:18:15Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.18,""H"":52.56,""rssi"":-56}]}'"
2022-05-16 15:18:16.442402,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:18:15Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.18,""H"":52.56,""rssi"":-56}]}'"
2022-05-16 15:18:41.166385,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:18:41Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.21,""H"":52.57,""rssi"":-52}]}'"
2022-05-16 15:18:41.169389,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:18:41Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.21,""H"":52.57,""rssi"":-52}]}'"
2022-05-16 15:19:11.177283,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:19:10Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.26,""H"":52.55,""rssi"":-58}]}'"
2022-05-16 15:19:11.179287,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:19:10Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.26,""H"":52.55,""rssi"":-58}]}'"
2022-05-16 15:19:35.725485,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:19:35Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.26,""H"":52.53,""rssi"":-57}]}'"
2022-05-16 15:19:35.725485,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:19:35Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.26,""H"":52.53,""rssi"":-57}]}'"
2022-05-16 15:20:06.270342,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:20:05Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.26,""H"":52.36,""rssi"":-59}]}'"
2022-05-16 15:20:06.271347,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:20:05Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.26,""H"":52.36,""rssi"":-59}]}'"
2022-05-16 15:20:30.979545,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:20:30Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.27,""H"":52.36,""rssi"":-53}]}'"
2022-05-16 15:21:00.797862,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:21:00Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.25,""H"":52.26,""rssi"":-57}]}'"
2022-05-16 15:21:00.799862,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:21:00Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.25,""H"":52.26,""rssi"":-57}]}'"
2022-05-16 15:21:30.529073,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:21:29Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.26,""H"":52.25,""rssi"":-52}]}'"
2022-05-16 15:21:30.532063,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:21:29Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.26,""H"":52.25,""rssi"":-52}]}'"
2022-05-16 15:21:55.263680,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:21:55Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.24,""H"":52.33,""rssi"":-54}]}'"
2022-05-16 15:21:55.264690,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:21:55Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.24,""H"":52.33,""rssi"":-54}]}'"
2022-05-16 15:22:25.208520,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:22:24Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.26,""H"":52.66,""rssi"":-57}]}'"
2022-05-16 15:22:54.748740,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:22:54Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.26,""H"":52.22,""rssi"":-57}]}'"
2022-05-16 15:22:54.749746,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:22:54Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.26,""H"":52.22,""rssi"":-57}]}'"
2022-05-16 15:23:19.641364,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:23:19Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.27,""H"":52.21,""rssi"":-52}]}'"
2022-05-16 15:23:19.643368,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:23:19Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.27,""H"":52.21,""rssi"":-52}]}'"
2022-05-16 15:23:49.442833,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:23:49Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.25,""H"":52.30,""rssi"":-67}]}'"
2022-05-16 15:23:49.449855,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:23:49Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.25,""H"":52.30,""rssi"":-67}]}'"
2022-05-16 15:24:14.415567,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:24:14Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.23,""H"":52.40,""rssi"":-68}]}'"
2022-05-16 15:24:14.417559,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:24:14Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.23,""H"":52.40,""rssi"":-68}]}'"
2022-05-16 15:24:44.063060,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:24:44Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.23,""H"":52.39,""rssi"":-67}]}'"
2022-05-16 15:24:44.068062,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:24:44Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.23,""H"":52.39,""rssi"":-67}]}'"
2022-05-16 15:25:09.271747,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:25:09Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.23,""H"":52.33,""rssi"":-65}]}'"
2022-05-16 15:25:09.275748,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:25:09Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.23,""H"":52.33,""rssi"":-65}]}'"
2022-05-16 15:25:39.738986,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:25:38Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.19,""H"":52.16,""rssi"":-65}]}'"
2022-05-16 15:25:39.743980,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:25:38Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.19,""H"":52.16,""rssi"":-65}]}'"
2022-05-16 15:26:08.806522,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:26:08Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.13,""H"":52.26,""rssi"":-67}]}'"
2022-05-16 15:26:08.809525,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:26:08Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.13,""H"":52.26,""rssi"":-67}]}'"
2022-05-16 15:26:33.731879,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:26:33Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.11,""H"":52.37,""rssi"":-68}]}'"
2022-05-16 15:27:03.545039,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:27:03Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.10,""H"":52.52,""rssi"":-56}]}'"
2022-05-16 15:27:03.552042,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:27:03Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.10,""H"":52.52,""rssi"":-56}]}'"
2022-05-16 15:27:14.828061,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:27:12Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":,""H"":,""rssi"":-70}]}'"
2022-05-16 15:27:14.835060,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:27:12Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":,""H"":,""rssi"":-70}]}'"
2022-05-16 15:27:52.301793,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:27:51Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.10,""H"":52.86,""rssi"":-68}]}'"
2022-05-16 15:27:52.303795,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:27:51Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.10,""H"":52.86,""rssi"":-68}]}'"
2022-05-16 15:28:22.041258,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:28:21Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.06,""H"":52.88,""rssi"":-68}]}'"
2022-05-16 15:28:22.041258,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:28:21Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.06,""H"":52.88,""rssi"":-68}]}'"
2022-05-16 15:28:46.810214,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:28:46Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.06,""H"":52.90,""rssi"":-66}]}'"
2022-05-16 15:28:46.810214,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:28:46Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.06,""H"":52.90,""rssi"":-66}]}'"
2022-05-16 15:29:16.781230,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:29:16Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.07,""H"":52.98,""rssi"":-67}]}'"
2022-05-16 15:29:16.781230,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:29:16Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.07,""H"":52.98,""rssi"":-67}]}'"
2022-05-16 15:29:46.380625,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:29:46Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.09,""H"":52.98,""rssi"":-66}]}'"
2022-05-16 15:30:11.066651,NXTBLE/devices/84CCA8550D40/telemetry,"b'{""anchor_id"":""84CCA8550D40"",""time"":""2022-05-16T15:30:10Z"",""tags"":[{""ble_id"":""ac:23:3f:4e:6b:57"",""T"":26.09,""H"":53.14,""rssi"":-67}]}'"
